     # analyt         jacobi          gauss            sor
      -0.008755    -0.00873981    -0.00874519    -0.00875212
      -0.008566    -0.00855785    -0.00856316     -0.0085699
      -0.008349    -0.00834411    -0.00834932    -0.00835582
      -0.008093    -0.00809318    -0.00809823    -0.00810444
       -0.00779     -0.0077987    -0.00780355    -0.00780943
      -0.007441    -0.00745326    -0.00745786    -0.00746336
      -0.007034    -0.00704819    -0.00705249    -0.00705756
      -0.006552    -0.00657334    -0.00657729    -0.00658188
      -0.005994    -0.00601687    -0.00602041    -0.00602448
      -0.005346    -0.00536491      -0.005368    -0.00537149
      -0.004579    -0.00460126    -0.00460384    -0.00460672
      -0.003687      -0.003707    -0.00370902    -0.00371123
       -0.00266    -0.00266001     -0.0026614    -0.00266292
      -0.001435    -0.00143441    -0.00143514    -0.00143591
      -0.001434    -0.00143406    -0.00143346    -0.00143291
      -0.002659    -0.00265931    -0.00265818    -0.00265716
      -0.003685    -0.00370596    -0.00370436    -0.00370297
      -0.004576    -0.00459988    -0.00459789    -0.00459619
      -0.005343     -0.0053632    -0.00536087    -0.00535894
       -0.00599    -0.00601484    -0.00601224    -0.00601015
      -0.006548    -0.00657101    -0.00656819      -0.006566
       -0.00703    -0.00704557    -0.00704258    -0.00704035
      -0.007437    -0.00745036    -0.00744726    -0.00744505
      -0.007785    -0.00779553    -0.00779238    -0.00779023
      -0.008088    -0.00808977    -0.00808659    -0.00808455
      -0.008344    -0.00834047    -0.00833733    -0.00833543
       -0.00856      -0.008554    -0.00855092     -0.0085492
       -0.00875    -0.00873576    -0.00873279    -0.00873128
      -0.008911    -0.00889041    -0.00888757     -0.0088863
      -0.009045    -0.00902189    -0.00901921    -0.00901821
      -0.009162    -0.00913358     -0.0091311    -0.00913039
      -0.009263    -0.00922839    -0.00922612    -0.00922571
      -0.009346    -0.00930875    -0.00930672    -0.00930663
      -0.009418    -0.00937678      -0.009375    -0.00937524
      -0.009481    -0.00943425    -0.00943274    -0.00943332
      -0.009532    -0.00948268    -0.00948146    -0.00948239
      -0.009575    -0.00952335    -0.00952242    -0.00952371
      -0.009614    -0.00955734    -0.00955672    -0.00955837
      -0.009644    -0.00958557    -0.00958527    -0.00958727
      -0.009668     -0.0096088    -0.00960881    -0.00961117
       -0.00969    -0.00962764    -0.00962798     -0.0096307
      -0.009707    -0.00964262    -0.00964328    -0.00964636
      -0.009718    -0.00965414    -0.00965512    -0.00965856
      -0.009728    -0.00966251    -0.00966382    -0.00966761
      -0.009735    -0.00966797     -0.0096696    -0.00967373
      -0.009737    -0.00967066    -0.00967262    -0.00967708
      -0.009737    -0.00967066    -0.00967293    -0.00967773
      -0.009735    -0.00966797    -0.00967055    -0.00967567
      -0.009728    -0.00966251     -0.0096654    -0.00967082
      -0.009718    -0.00965414    -0.00965733    -0.00966303
      -0.009707    -0.00964262     -0.0096461    -0.00965208
       -0.00969    -0.00962764     -0.0096314    -0.00963764
      -0.009668     -0.0096088    -0.00961282     -0.0096193
      -0.009644    -0.00958557    -0.00958985    -0.00959655
      -0.009614    -0.00955734    -0.00956185    -0.00956875
      -0.009575    -0.00952335    -0.00952808    -0.00953514
      -0.009532    -0.00948268     -0.0094876    -0.00949481
      -0.009481    -0.00943425    -0.00943935    -0.00944667
      -0.009418    -0.00937678    -0.00938204    -0.00938943
      -0.009346    -0.00930875    -0.00931414    -0.00932158
      -0.009263    -0.00922839    -0.00923387    -0.00924132
      -0.009162    -0.00913358    -0.00913914    -0.00914656
      -0.009045    -0.00902189    -0.00902748    -0.00903483
      -0.008911    -0.00889041      -0.008896    -0.00890323
       -0.00875    -0.00873576    -0.00874132    -0.00874839
       -0.00856      -0.008554    -0.00855947    -0.00856635
      -0.008344    -0.00834047    -0.00834583    -0.00835245
      -0.008088    -0.00808977    -0.00809495    -0.00810128
      -0.007785    -0.00779553    -0.00780051    -0.00780649
      -0.007437    -0.00745036    -0.00745507    -0.00746066
       -0.00703    -0.00704557    -0.00704996    -0.00705511
      -0.006548    -0.00657101    -0.00657505     -0.0065797
       -0.00599    -0.00601484    -0.00601846    -0.00602258
      -0.005343     -0.0053632    -0.00536635    -0.00536988
      -0.004576    -0.00459988    -0.00460251    -0.00460542
      -0.003685    -0.00370596    -0.00370801    -0.00371025
      -0.002659    -0.00265931    -0.00266073    -0.00266226
      -0.001434    -0.00143406     -0.0014348    -0.00143558
      -0.001433    -0.00143352    -0.00143294    -0.00143242
      -0.002657    -0.00265823    -0.00265714    -0.00265618
      -0.003683    -0.00370435    -0.00370282     -0.0037015
      -0.004573    -0.00459775    -0.00459584    -0.00459425
       -0.00534    -0.00536057    -0.00535834    -0.00535653
      -0.005986    -0.00601172    -0.00600924    -0.00600729
      -0.006543    -0.00656742    -0.00656474    -0.00656271
      -0.007025    -0.00704153     -0.0070387    -0.00703665
      -0.007432    -0.00744589    -0.00744297    -0.00744095
      -0.007779    -0.00779067     -0.0077877    -0.00778575
      -0.008082    -0.00808452    -0.00808155    -0.00807973
      -0.008337    -0.00833488    -0.00833194    -0.00833028
      -0.008553    -0.00854807    -0.00854522    -0.00854375
      -0.008742    -0.00872954     -0.0087268    -0.00872556
      -0.008903    -0.00888391    -0.00888131    -0.00888032
      -0.009037    -0.00901513    -0.00901271      -0.009012
      -0.009154     -0.0091266    -0.00912438    -0.00912396
      -0.009255    -0.00922119     -0.0092192    -0.00921909
      -0.009337    -0.00930137    -0.00929962    -0.00929983
      -0.009409    -0.00936923    -0.00936774    -0.00936829
      -0.009472    -0.00942655    -0.00942534    -0.00942623
      -0.009523    -0.00947485    -0.00947393    -0.00947517
      -0.009565    -0.00951541    -0.00951479    -0.00951639
      -0.009604    -0.00954931    -0.00954899    -0.00955095
      -0.009634    -0.00957745    -0.00957745    -0.00957978
      -0.009658     -0.0096006    -0.00960092    -0.00960361
       -0.00968    -0.00961939    -0.00962003    -0.00962308
      -0.009697    -0.00963432    -0.00963529    -0.00963869
      -0.009708    -0.00964579    -0.00964709    -0.00965084
      -0.009718    -0.00965414    -0.00965576    -0.00965986
      -0.009725    -0.00965958    -0.00966152    -0.00966596
      -0.009726    -0.00966226    -0.00966452     -0.0096693
      -0.009726    -0.00966226    -0.00966484    -0.00966993
      -0.009725    -0.00965958    -0.00966246    -0.00966787
      -0.009718    -0.00965414    -0.00965733    -0.00966303
      -0.009708    -0.00964579    -0.00964928    -0.00965527
      -0.009697    -0.00963432    -0.00963808    -0.00964434
       -0.00968    -0.00961939    -0.00962342    -0.00962994
      -0.009658     -0.0096006     -0.0096049    -0.00961164
      -0.009634    -0.00957745    -0.00958199    -0.00958894
      -0.009604    -0.00954931    -0.00955408    -0.00956121
      -0.009565    -0.00951541    -0.00952039    -0.00952769
      -0.009523    -0.00947485    -0.00948003    -0.00948745
      -0.009472    -0.00942655     -0.0094319    -0.00943942
      -0.009409    -0.00936923    -0.00937472    -0.00938232
      -0.009337    -0.00930137    -0.00930698    -0.00931461
      -0.009255    -0.00922119    -0.00922689    -0.00923452
      -0.009154     -0.0091266    -0.00913235    -0.00913994
      -0.009037    -0.00901513    -0.00902091    -0.00902841
      -0.008903    -0.00888391    -0.00888967    -0.00889705
      -0.008742    -0.00872954    -0.00873525    -0.00874246
      -0.008553    -0.00854807     -0.0085537    -0.00856069
      -0.008337    -0.00833488    -0.00834036     -0.0083471
      -0.008082    -0.00808452    -0.00808983    -0.00809625
      -0.007779    -0.00779067    -0.00779575    -0.00780182
      -0.007432    -0.00744589     -0.0074507    -0.00745637
      -0.007025    -0.00704153    -0.00704601    -0.00705122
      -0.006543    -0.00656742    -0.00657153    -0.00657624
      -0.005986    -0.00601172     -0.0060154    -0.00601957
       -0.00534    -0.00536057    -0.00536377    -0.00536734
      -0.004573    -0.00459775    -0.00460042    -0.00460336
      -0.003683    -0.00370435    -0.00370643    -0.00370869
      -0.002657    -0.00265823    -0.00265967    -0.00266121
      -0.001433    -0.00143352    -0.00143427    -0.00143506
      -0.001433    -0.00143277    -0.00143222    -0.00143172
      -0.002657    -0.00265674     -0.0026557    -0.00265479
      -0.003682    -0.00370213    -0.00370067    -0.00369943
      -0.004571    -0.00459481    -0.00459299     -0.0045915
      -0.005338    -0.00535693    -0.00535481    -0.00535313
      -0.005983    -0.00600741    -0.00600505    -0.00600325
       -0.00654    -0.00656246    -0.00655992    -0.00655805
      -0.007021    -0.00703594    -0.00703327    -0.00703141
      -0.007426    -0.00743972    -0.00743698    -0.00743515
      -0.007774    -0.00778394    -0.00778116    -0.00777944
      -0.008075    -0.00807728    -0.00807451    -0.00807292
       -0.00833    -0.00832715    -0.00832443    -0.00832301
      -0.008546     -0.0085399    -0.00853727    -0.00853606
      -0.008734    -0.00872095    -0.00871845    -0.00871747
      -0.008894    -0.00887494     -0.0088726    -0.00887187
      -0.009028    -0.00900582    -0.00900366    -0.00900322
      -0.009145    -0.00911697    -0.00911502    -0.00911489
      -0.009246    -0.00921128    -0.00920956    -0.00920974
      -0.009328    -0.00929121    -0.00928974    -0.00929025
      -0.009399    -0.00935884    -0.00935764    -0.00935849
      -0.009462    -0.00941596    -0.00941504    -0.00941624
      -0.009512    -0.00946408    -0.00946346    -0.00946501
      -0.009555    -0.00950448    -0.00950416    -0.00950607
      -0.009593    -0.00953824    -0.00953823    -0.00954051
      -0.009623    -0.00956627    -0.00956658    -0.00956921
      -0.009647    -0.00958932    -0.00958995    -0.00959295
      -0.009669    -0.00960803    -0.00960898    -0.00961233
      -0.009686    -0.00962289    -0.00962417    -0.00962788
      -0.009697    -0.00963432    -0.00963592    -0.00963998
      -0.009707    -0.00964262    -0.00964455    -0.00964895
      -0.009714    -0.00964803    -0.00965028    -0.00965502
      -0.009715     -0.0096507    -0.00965327    -0.00965834
      -0.009715     -0.0096507    -0.00965358    -0.00965896
      -0.009714    -0.00964803    -0.00965121     -0.0096569
      -0.009707    -0.00964262     -0.0096461    -0.00965208
      -0.009697    -0.00963432    -0.00963808    -0.00964434
      -0.009686    -0.00962289    -0.00962693    -0.00963345
      -0.009669    -0.00960803    -0.00961234     -0.0096191
      -0.009647    -0.00958932    -0.00959389    -0.00960087
      -0.009623    -0.00956627    -0.00957107    -0.00957826
      -0.009593    -0.00953824    -0.00954326    -0.00955063
      -0.009555    -0.00950448     -0.0095097    -0.00951722
      -0.009512    -0.00946408    -0.00946949    -0.00947712
      -0.009462    -0.00941596    -0.00942152    -0.00942925
      -0.009399    -0.00935884    -0.00936454    -0.00937232
      -0.009328    -0.00929121    -0.00929701    -0.00930482
      -0.009246    -0.00921128    -0.00921717    -0.00922496
      -0.009145    -0.00911697    -0.00912291    -0.00913064
      -0.009028    -0.00900582    -0.00901176     -0.0090194
      -0.008894    -0.00887494    -0.00888086    -0.00888836
      -0.008734    -0.00872095    -0.00872681    -0.00873413
      -0.008546     -0.0085399    -0.00854566    -0.00855275
       -0.00833    -0.00832715    -0.00833276    -0.00833959
      -0.008075    -0.00807728     -0.0080827    -0.00808921
      -0.007774    -0.00778394    -0.00778913    -0.00779527
      -0.007426    -0.00743972    -0.00744462    -0.00745035
      -0.007021    -0.00703594    -0.00704051    -0.00704577
       -0.00654    -0.00656246    -0.00656664    -0.00657139
      -0.005983    -0.00600741    -0.00601115    -0.00601535
      -0.005338    -0.00535693    -0.00536018    -0.00536378
      -0.004571    -0.00459481    -0.00459752    -0.00460048
      -0.003682    -0.00370213    -0.00370424    -0.00370651
      -0.002657    -0.00265674     -0.0026582    -0.00265975
      -0.001433    -0.00143277    -0.00143353    -0.00143432
      -0.001432    -0.00143179    -0.00143126     -0.0014308
      -0.002654    -0.00265479    -0.00265379    -0.00265294
      -0.003678    -0.00369922    -0.00369783    -0.00369667
      -0.004567    -0.00459097    -0.00458923    -0.00458784
      -0.005332    -0.00535217    -0.00535016     -0.0053486
      -0.005977    -0.00600176    -0.00599953    -0.00599788
      -0.006532    -0.00655597    -0.00655357    -0.00655188
      -0.007012    -0.00702864    -0.00702614    -0.00702446
      -0.007417    -0.00743166    -0.00742909    -0.00742747
      -0.007764    -0.00777516    -0.00777257    -0.00777106
      -0.008065    -0.00806782    -0.00806526    -0.00806389
      -0.008319    -0.00831706    -0.00831457    -0.00831338
      -0.008534    -0.00852923    -0.00852684    -0.00852587
      -0.008722    -0.00870974    -0.00870749    -0.00870677
      -0.008881    -0.00886324    -0.00886115     -0.0088607
      -0.009014    -0.00899367    -0.00899178    -0.00899161
      -0.009131    -0.00910442    -0.00910274    -0.00910289
      -0.009231    -0.00919837    -0.00919693    -0.00919739
      -0.009313    -0.00927796    -0.00927678    -0.00927758
      -0.009384     -0.0093453    -0.00934439    -0.00934554
      -0.009447    -0.00940216    -0.00940154    -0.00940304
      -0.009497    -0.00945006    -0.00944973    -0.00945158
      -0.009539    -0.00949026    -0.00949024    -0.00949245
      -0.009577    -0.00952385    -0.00952414    -0.00952671
      -0.009607    -0.00955173    -0.00955234    -0.00955527
      -0.009631    -0.00957465    -0.00957559    -0.00957888
      -0.009652    -0.00959325    -0.00959451    -0.00959816
      -0.009669    -0.00960803    -0.00960961    -0.00961361
       -0.00968    -0.00961939    -0.00962129    -0.00962564
       -0.00969    -0.00962764    -0.00962987    -0.00963456
      -0.009697    -0.00963302    -0.00963557    -0.00964059
      -0.009698    -0.00963568    -0.00963853    -0.00964388
      -0.009698    -0.00963568    -0.00963884     -0.0096445
      -0.009697    -0.00963302    -0.00963649    -0.00964244
       -0.00969    -0.00962764     -0.0096314    -0.00963764
       -0.00968    -0.00961939    -0.00962342    -0.00962994
      -0.009669    -0.00960803    -0.00961234     -0.0096191
      -0.009652    -0.00959325    -0.00959782    -0.00960482
      -0.009631    -0.00957465    -0.00957947    -0.00958668
      -0.009607    -0.00955173    -0.00955677    -0.00956417
      -0.009577    -0.00952385     -0.0095291    -0.00953667
      -0.009539    -0.00949026    -0.00949571    -0.00950341
      -0.009497    -0.00945006    -0.00945568     -0.0094635
      -0.009447    -0.00940216    -0.00940794    -0.00941583
      -0.009384     -0.0093453     -0.0093512    -0.00935914
      -0.009313    -0.00927796    -0.00928396    -0.00929191
      -0.009231    -0.00919837    -0.00920443    -0.00921236
      -0.009131    -0.00910442    -0.00911052    -0.00911838
      -0.009014    -0.00899367    -0.00899977    -0.00900753
      -0.008881    -0.00886324     -0.0088693    -0.00887691
      -0.008722    -0.00870974    -0.00871573    -0.00872315
      -0.008534    -0.00852923    -0.00853511    -0.00854229
      -0.008319    -0.00831706    -0.00832278    -0.00832968
      -0.008065    -0.00806782    -0.00807334    -0.00807991
      -0.007764    -0.00777516    -0.00778043    -0.00778662
      -0.007417    -0.00743166    -0.00743664    -0.00744241
      -0.007012    -0.00702864    -0.00703328    -0.00703858
      -0.006532    -0.00655597     -0.0065602    -0.00656499
      -0.005977    -0.00600176    -0.00600555    -0.00600977
      -0.005332    -0.00535217    -0.00535545    -0.00535907
      -0.004567    -0.00459097     -0.0045937    -0.00459667
      -0.003678    -0.00369922    -0.00370135    -0.00370363
      -0.002654    -0.00265479    -0.00265626    -0.00265781
      -0.001432    -0.00143179    -0.00143255    -0.00143335
       -0.00143    -0.00143055    -0.00143005    -0.00142961
       -0.00265    -0.00265231    -0.00265137    -0.00265057
      -0.003673    -0.00369553    -0.00369421    -0.00369313
       -0.00456    -0.00458608    -0.00458444    -0.00458316
      -0.005324    -0.00534612    -0.00534423     -0.0053428
      -0.005968    -0.00599461    -0.00599251      -0.005991
      -0.006522    -0.00654774     -0.0065455    -0.00654397
      -0.007001     -0.0070194    -0.00701706    -0.00701556
      -0.007405    -0.00742144    -0.00741906    -0.00741764
       -0.00775    -0.00776403    -0.00776165    -0.00776035
       -0.00805    -0.00805584     -0.0080535    -0.00805236
      -0.008303     -0.0083043    -0.00830203    -0.00830109
      -0.008518    -0.00851573    -0.00851358    -0.00851286
      -0.008705    -0.00869558    -0.00869357    -0.00869311
      -0.008864    -0.00884846    -0.00884663    -0.00884644
      -0.008996    -0.00897834    -0.00897671    -0.00897682
      -0.009112    -0.00908858    -0.00908717     -0.0090876
      -0.009212    -0.00918207    -0.00918091    -0.00918166
      -0.009293    -0.00926126    -0.00926036    -0.00926145
      -0.009364    -0.00932824    -0.00932761    -0.00932905
      -0.009426    -0.00938478    -0.00938445    -0.00938623
      -0.009476    -0.00943239    -0.00943236     -0.0094345
      -0.009518    -0.00947234    -0.00947262    -0.00947512
      -0.009556    -0.00950572    -0.00950631    -0.00950917
      -0.009586    -0.00953341    -0.00953432    -0.00953755
      -0.009609    -0.00955619    -0.00955741      -0.009561
      -0.009631    -0.00957465    -0.00957621    -0.00958014
      -0.009647    -0.00958932     -0.0095912    -0.00959549
      -0.009658     -0.0096006     -0.0096028    -0.00960743
      -0.009668     -0.0096088    -0.00961131    -0.00961628
      -0.009675    -0.00961414    -0.00961697    -0.00962226
      -0.009676    -0.00961677    -0.00961991    -0.00962552
      -0.009676    -0.00961677    -0.00962021    -0.00962612
      -0.009675    -0.00961414    -0.00961787    -0.00962408
      -0.009668     -0.0096088    -0.00961282     -0.0096193
      -0.009658     -0.0096006     -0.0096049    -0.00961164
      -0.009647    -0.00958932    -0.00959389    -0.00960087
      -0.009631    -0.00957465    -0.00957947    -0.00958668
      -0.009609    -0.00955619    -0.00956124    -0.00956865
      -0.009586    -0.00953341    -0.00953869    -0.00954628
      -0.009556    -0.00950572    -0.00951119    -0.00951894
      -0.009518    -0.00947234      -0.009478    -0.00948588
      -0.009476    -0.00943239    -0.00943821    -0.00944619
      -0.009426    -0.00938478    -0.00939074    -0.00939879
      -0.009364    -0.00932824    -0.00933432     -0.0093424
      -0.009293    -0.00926126    -0.00926743    -0.00927551
      -0.009212    -0.00918207    -0.00918829    -0.00919634
      -0.009112    -0.00908858    -0.00909483     -0.0091028
      -0.008996    -0.00897834    -0.00898458    -0.00899243
      -0.008864    -0.00884846    -0.00885465    -0.00886235
      -0.008705    -0.00869558    -0.00870169    -0.00870918
      -0.008518    -0.00851573    -0.00852172    -0.00852896
      -0.008303     -0.0083043    -0.00831011    -0.00831707
       -0.00805    -0.00805584    -0.00806145    -0.00806807
       -0.00775    -0.00776403    -0.00776938    -0.00777561
      -0.007405    -0.00742144    -0.00742649    -0.00743229
      -0.007001     -0.0070194    -0.00702408    -0.00702941
      -0.006522    -0.00654774    -0.00655202    -0.00655682
      -0.005968    -0.00599461    -0.00599843    -0.00600267
      -0.005324    -0.00534612    -0.00534944    -0.00535307
       -0.00456    -0.00458608    -0.00458884    -0.00459181
      -0.003673    -0.00369553    -0.00369767    -0.00369996
       -0.00265    -0.00265231    -0.00265379    -0.00265535
       -0.00143    -0.00143055    -0.00143132    -0.00143211
      -0.001429    -0.00142901    -0.00142853    -0.00142812
      -0.002648    -0.00264923    -0.00264833     -0.0026476
      -0.003669    -0.00369093    -0.00368968    -0.00368869
      -0.004555    -0.00458001    -0.00457846    -0.00457729
      -0.005317    -0.00533861    -0.00533683    -0.00533554
      -0.005959    -0.00598571    -0.00598375    -0.00598239
      -0.006512    -0.00653751    -0.00653542    -0.00653407
       -0.00699    -0.00700791    -0.00700574    -0.00700443
      -0.007393    -0.00740876    -0.00740656    -0.00740535
      -0.007737    -0.00775023    -0.00774804    -0.00774696
      -0.008036    -0.00804099    -0.00803886    -0.00803795
      -0.008288    -0.00828847    -0.00828643    -0.00828573
      -0.008501    -0.00849901     -0.0084971    -0.00849663
      -0.008688    -0.00867804    -0.00867627    -0.00867607
      -0.008846    -0.00883017    -0.00882859    -0.00882867
      -0.008977    -0.00895936    -0.00895799    -0.00895837
      -0.009093    -0.00906899    -0.00906785    -0.00906855
      -0.009191    -0.00916193    -0.00916104    -0.00916207
      -0.009272    -0.00924062       -0.00924    -0.00924137
      -0.009343    -0.00930716    -0.00930682    -0.00930854
      -0.009404    -0.00936331    -0.00936327    -0.00936534
      -0.009454    -0.00941058    -0.00941084    -0.00941327
      -0.009495    -0.00945024     -0.0094508    -0.00945359
      -0.009533    -0.00948335    -0.00948423    -0.00948738
      -0.009562    -0.00951083    -0.00951203    -0.00951553
      -0.009586    -0.00953341    -0.00953493    -0.00953879
      -0.009607    -0.00955173    -0.00955357    -0.00955778
      -0.009623    -0.00956627    -0.00956843    -0.00957299
      -0.009634    -0.00957745    -0.00957993    -0.00958482
      -0.009644    -0.00958557    -0.00958837    -0.00959359
      -0.009651    -0.00959087    -0.00959397    -0.00959951
      -0.009652    -0.00959348    -0.00959689    -0.00960273
      -0.009652    -0.00959348    -0.00959718    -0.00960333
      -0.009651    -0.00959087    -0.00959486    -0.00960129
      -0.009644    -0.00958557    -0.00958985    -0.00959655
      -0.009634    -0.00957745    -0.00958199    -0.00958894
      -0.009623    -0.00956627    -0.00957107    -0.00957826
      -0.009607    -0.00955173    -0.00955677    -0.00956417
      -0.009586    -0.00953341    -0.00953869    -0.00954628
      -0.009562    -0.00951083    -0.00951631    -0.00952408
      -0.009533    -0.00948335    -0.00948903    -0.00949694
      -0.009495    -0.00945024    -0.00945609    -0.00946412
      -0.009454    -0.00941058    -0.00941659     -0.0094247
      -0.009404    -0.00936331    -0.00936945    -0.00937762
      -0.009343    -0.00930716     -0.0093134     -0.0093216
      -0.009272    -0.00924062    -0.00924694    -0.00925513
      -0.009191    -0.00916193    -0.00916829    -0.00917643
      -0.009093    -0.00906899    -0.00907537    -0.00908342
      -0.008977    -0.00895936    -0.00896572    -0.00897365
      -0.008846    -0.00883017    -0.00883647    -0.00884423
      -0.008688    -0.00867804    -0.00868424    -0.00869179
      -0.008501    -0.00849901    -0.00850509    -0.00851238
      -0.008288    -0.00828847    -0.00829437    -0.00830136
      -0.008036    -0.00804099    -0.00804667    -0.00805331
      -0.007737    -0.00775023    -0.00775564    -0.00776189
      -0.007393    -0.00740876    -0.00741385    -0.00741967
       -0.00699    -0.00700791    -0.00701263    -0.00701797
      -0.006512    -0.00653751    -0.00654183    -0.00654663
      -0.005959    -0.00598571    -0.00598956     -0.0059938
      -0.005317    -0.00533861    -0.00534195    -0.00534557
      -0.004555    -0.00458001    -0.00458278    -0.00458575
      -0.003669    -0.00369093    -0.00369308    -0.00369537
      -0.002648    -0.00264923    -0.00265071    -0.00265227
      -0.001429    -0.00142901    -0.00142977    -0.00143056
      -0.001427     -0.0014271    -0.00142665    -0.00142627
      -0.002645    -0.00264544     -0.0026446    -0.00264392
      -0.003664    -0.00368528    -0.00368411     -0.0036832
      -0.004547    -0.00457254     -0.0045711    -0.00457003
      -0.005308    -0.00532938    -0.00532772    -0.00532656
      -0.005948    -0.00597478    -0.00597296    -0.00597175
      -0.006499    -0.00652496    -0.00652303    -0.00652184
      -0.006975    -0.00699381    -0.00699182    -0.00699069
      -0.007376    -0.00739321     -0.0073912    -0.00739018
      -0.007719    -0.00773331    -0.00773133    -0.00773046
      -0.008017     -0.0080228    -0.00802089     -0.0080202
      -0.008267    -0.00826911    -0.00826729    -0.00826682
       -0.00848    -0.00847856    -0.00847688    -0.00847666
      -0.008665    -0.00865659    -0.00865508    -0.00865512
      -0.008822    -0.00880782     -0.0088065    -0.00880683
      -0.008953     -0.0089362    -0.00893509    -0.00893573
      -0.009067    -0.00904508    -0.00904422    -0.00904518
      -0.009165    -0.00913736    -0.00913675    -0.00913804
      -0.009246    -0.00921546    -0.00921512    -0.00921676
      -0.009315    -0.00928148    -0.00928142     -0.0092834
      -0.009376    -0.00933717     -0.0093374    -0.00933974
      -0.009425    -0.00938403    -0.00938457    -0.00938726
      -0.009467    -0.00942333    -0.00942418    -0.00942723
      -0.009504    -0.00945614     -0.0094573    -0.00946071
      -0.009533    -0.00948335    -0.00948484     -0.0094886
      -0.009556    -0.00950572    -0.00950752    -0.00951163
      -0.009577    -0.00952385    -0.00952597    -0.00953043
      -0.009593    -0.00953824    -0.00954068    -0.00954548
      -0.009604    -0.00954931    -0.00955206    -0.00955719
      -0.009614    -0.00955734     -0.0095604    -0.00956586
       -0.00962    -0.00956258    -0.00956595    -0.00957171
      -0.009622    -0.00956516    -0.00956883     -0.0095749
      -0.009622    -0.00956516    -0.00956912    -0.00957548
       -0.00962    -0.00956258    -0.00956682    -0.00957345
      -0.009614    -0.00955734    -0.00956185    -0.00956875
      -0.009604    -0.00954931    -0.00955408    -0.00956121
      -0.009593    -0.00953824    -0.00954326    -0.00955063
      -0.009577    -0.00952385     -0.0095291    -0.00953667
      -0.009556    -0.00950572    -0.00951119    -0.00951894
      -0.009533    -0.00948335    -0.00948903    -0.00949694
      -0.009504    -0.00945614      -0.009462    -0.00947005
      -0.009467    -0.00942333    -0.00942936    -0.00943751
      -0.009425    -0.00938403     -0.0093902    -0.00939843
      -0.009376    -0.00933717    -0.00934346    -0.00935173
      -0.009315    -0.00928148    -0.00928786    -0.00929615
      -0.009246    -0.00921546    -0.00922191    -0.00923018
      -0.009165    -0.00913736    -0.00914385    -0.00915206
      -0.009067    -0.00904508    -0.00905158    -0.00905969
      -0.008953     -0.0089362    -0.00894266    -0.00895063
      -0.008822    -0.00880782    -0.00881422    -0.00882201
      -0.008665    -0.00865659    -0.00866288    -0.00867046
       -0.00848    -0.00847856    -0.00848471    -0.00849202
      -0.008267    -0.00826911    -0.00827506    -0.00828207
      -0.008017     -0.0080228    -0.00802853    -0.00803519
      -0.007719    -0.00773331    -0.00773876    -0.00774502
      -0.007376    -0.00739321    -0.00739834    -0.00740415
      -0.006975    -0.00699381    -0.00699857     -0.0070039
      -0.006499    -0.00652496     -0.0065293     -0.0065341
      -0.005948    -0.00597478    -0.00597865    -0.00598287
      -0.005308    -0.00532938    -0.00533273    -0.00533635
      -0.004547    -0.00457254    -0.00457532    -0.00457828
      -0.003664    -0.00368528    -0.00368744    -0.00368971
      -0.002645    -0.00264544    -0.00264693    -0.00264847
      -0.001427     -0.0014271    -0.00142787    -0.00142866
      -0.001423    -0.00142478    -0.00142436    -0.00142401
      -0.002638    -0.00264082    -0.00264003    -0.00263941
      -0.003654    -0.00367839     -0.0036773    -0.00367648
      -0.004536    -0.00456344    -0.00456209    -0.00456114
      -0.005294    -0.00531814     -0.0053166    -0.00531556
      -0.005932    -0.00596147    -0.00595979    -0.00595874
      -0.006481    -0.00650968    -0.00650791    -0.00650689
      -0.006955    -0.00697666    -0.00697484     -0.0069739
      -0.007354     -0.0073743    -0.00737248    -0.00737166
      -0.007695    -0.00771276    -0.00771098    -0.00771032
      -0.007991    -0.00800072    -0.00799902    -0.00799856
      -0.008241    -0.00824561    -0.00824402    -0.00824378
      -0.008451    -0.00845377    -0.00845232    -0.00845234
      -0.008635    -0.00863061    -0.00862934    -0.00862963
      -0.008791    -0.00878076    -0.00877969    -0.00878027
      -0.008921    -0.00890816    -0.00890731     -0.0089082
      -0.009034    -0.00901617    -0.00901557    -0.00901678
      -0.009132    -0.00910766    -0.00910732    -0.00910887
      -0.009211    -0.00918507    -0.00918499    -0.00918689
       -0.00928    -0.00925046    -0.00925068    -0.00925292
      -0.009341    -0.00930561    -0.00930612    -0.00930871
      -0.009389    -0.00935199     -0.0093528    -0.00935575
       -0.00943    -0.00939088      -0.009392    -0.00939531
      -0.009467    -0.00942333    -0.00942477    -0.00942843
      -0.009495    -0.00945024    -0.00945199      -0.009456
      -0.009518    -0.00947234    -0.00947441    -0.00947877
      -0.009539    -0.00949026    -0.00949264    -0.00949734
      -0.009555    -0.00950448    -0.00950718    -0.00951221
      -0.009565    -0.00951541    -0.00951842    -0.00952377
      -0.009575    -0.00952335    -0.00952666    -0.00953233
      -0.009582    -0.00952852    -0.00953213     -0.0095381
      -0.009583    -0.00953107    -0.00953497    -0.00954124
      -0.009583    -0.00953107    -0.00953526     -0.0095418
      -0.009582    -0.00952852    -0.00953298     -0.0095398
      -0.009575    -0.00952335    -0.00952808    -0.00953514
      -0.009565    -0.00951541    -0.00952039    -0.00952769
      -0.009555    -0.00950448     -0.0095097    -0.00951722
